,class 1,class 2,class 3,class 4,class
1841,I,N,T,J,INTJ
1842,I,N,T,J,INTJ
1843,I,N,T,P,INTP
1844,E,N,F,P,ENFP
1845,E,N,T,P,ENTP
1846,E,N,T,P,ENTP
1847,E,N,T,P,ENTP
1848,I,N,T,J,INTJ
1849,I,N,F,P,INFP
1850,I,N,F,P,INFP
1851,I,N,F,P,INFP
1852,I,N,T,J,INTJ
1853,E,N,F,P,ENFP
1854,I,S,F,P,ISFP
1855,I,N,F,J,INFJ
1856,E,N,F,P,ENFP
1857,I,S,T,J,ISTJ
1858,I,N,F,J,INFJ
1859,I,S,T,P,ISTP
1860,I,S,F,P,ISFP
1861,I,N,F,P,INFP
1862,I,N,F,J,INFJ
1863,I,N,T,J,INTJ
1864,I,N,F,P,INFP
1865,I,N,F,P,INFP
1866,I,N,F,J,INFJ
1867,I,S,T,J,ISTJ
1868,E,N,T,P,ENTP
1869,I,N,F,P,INFP
1870,I,N,F,J,INFJ
1871,I,N,F,P,INFP
1872,I,S,F,J,ISFJ
1873,I,N,T,J,INTJ
1874,I,S,F,P,ISFP
1875,I,N,T,J,INTJ
1876,E,N,T,P,ENTP
1877,I,N,T,P,INTP
1878,I,N,F,P,INFP
1879,E,N,T,P,ENTP
1880,E,N,F,P,ENFP
1881,E,N,T,P,ENTP
1882,I,N,F,J,INFJ
1883,I,N,T,P,INTP
1884,E,N,T,P,ENTP
1885,I,N,T,J,INTJ
1886,I,N,T,J,INTJ
1887,I,N,T,J,INTJ
1888,I,N,T,P,INTP
1889,I,N,F,P,INFP
1890,I,S,T,J,ISTJ
1891,I,N,T,P,INTP
1892,I,N,T,P,INTP
1893,I,N,T,P,INTP
1894,I,S,T,P,ISTP
1895,I,N,T,P,INTP
1896,E,N,T,P,ENTP
1897,I,N,T,P,INTP
1898,I,N,T,J,INTJ
1899,I,S,T,J,ISTJ
1900,E,N,T,P,ENTP
1901,I,S,T,J,ISTJ
1902,I,N,F,P,INFP
1903,E,N,T,P,ENTP
1904,I,S,F,P,ISFP
1905,E,N,F,J,ENFJ
1906,I,S,F,P,ISFP
1907,I,N,F,J,INFJ
1908,I,N,T,J,INTJ
1909,I,N,T,J,INTJ
1910,I,N,F,P,INFP
1911,E,N,T,P,ENTP
1912,I,N,F,J,INFJ
1913,E,N,T,P,ENTP
1914,I,N,F,P,INFP
1915,E,N,T,J,ENTJ
1916,E,S,T,J,ESTJ
1917,E,N,T,P,ENTP
1918,I,N,F,J,INFJ
1919,I,N,T,P,INTP
1920,I,N,F,P,INFP
1921,I,N,F,J,INFJ
1922,I,N,F,P,INFP
1923,E,S,F,P,ESFP
1924,I,N,F,J,INFJ
1925,E,N,F,P,ENFP
1926,I,N,T,J,INTJ
1927,I,N,T,P,INTP
1928,E,N,T,P,ENTP
1929,I,S,T,J,ISTJ
1930,E,S,F,P,ESFP
1931,I,S,F,P,ISFP
1932,I,N,T,J,INTJ
1933,I,S,T,P,ISTP
1934,E,N,F,P,ENFP
1935,I,N,T,J,INTJ
1936,I,N,F,J,INFJ
1937,I,N,F,J,INFJ
1938,I,N,T,J,INTJ
1939,E,N,F,P,ENFP
1940,I,S,T,P,ISTP
1941,E,N,T,P,ENTP
1942,I,N,F,P,INFP
1943,I,N,F,P,INFP
1944,I,N,T,J,INTJ
1945,I,N,T,P,INTP
1946,E,S,T,P,ESTP
1947,I,N,F,J,INFJ
1948,E,N,F,P,ENFP
1949,I,N,T,P,INTP
1950,E,N,T,P,ENTP
1951,E,N,T,P,ENTP
1952,I,N,T,J,INTJ
1953,I,N,F,J,INFJ
1954,I,N,F,J,INFJ
1955,I,S,T,P,ISTP
1956,I,N,F,P,INFP
1957,I,N,T,P,INTP
1958,I,N,F,J,INFJ
1959,I,N,F,J,INFJ
1960,I,N,T,J,INTJ
1961,I,N,F,P,INFP
1962,E,N,T,P,ENTP
1963,I,N,T,J,INTJ
1964,I,N,F,P,INFP
1965,I,N,F,J,INFJ
1966,E,N,T,P,ENTP
1967,I,N,T,J,INTJ
1968,I,N,T,P,INTP
1969,I,S,F,P,ISFP
1970,I,S,F,P,ISFP
1971,I,N,T,J,INTJ
1972,E,N,F,P,ENFP
1973,I,N,F,J,INFJ
1974,I,N,T,P,INTP
1975,I,N,F,P,INFP
1976,I,S,F,P,ISFP
1977,I,S,T,P,ISTP
1978,E,N,T,P,ENTP
1979,E,N,F,P,ENFP
1980,I,N,F,J,INFJ
1981,I,S,T,J,ISTJ
1982,E,N,F,J,ENFJ
1983,I,N,T,J,INTJ
1984,I,N,T,P,INTP
1985,I,S,T,J,ISTJ
1986,I,S,T,P,ISTP
1987,E,N,T,P,ENTP
1988,I,N,F,P,INFP
1989,E,N,F,J,ENFJ
1990,I,N,T,J,INTJ
1991,E,N,T,P,ENTP
1992,I,N,F,J,INFJ
1993,I,N,F,P,INFP
1994,I,N,T,P,INTP
1995,I,N,T,P,INTP
1996,I,N,T,J,INTJ
1997,I,N,T,P,INTP
1998,I,N,T,P,INTP
1999,I,N,T,J,INTJ
2000,E,N,T,P,ENTP
2001,I,N,F,P,INFP
2002,I,N,F,J,INFJ
2003,I,N,T,P,INTP
2004,I,N,F,J,INFJ
2005,I,N,F,P,INFP
2006,I,N,T,J,INTJ
2007,I,S,F,J,ISFJ
2008,E,S,F,P,ESFP
2009,I,N,T,J,INTJ
2010,I,N,F,P,INFP
2011,E,N,T,P,ENTP
2012,I,N,F,P,INFP
2013,I,S,T,J,ISTJ
2014,I,N,T,P,INTP
2015,I,N,T,J,INTJ
2016,I,N,T,J,INTJ
2017,I,N,T,P,INTP
2018,I,N,T,P,INTP
2019,I,N,T,J,INTJ
2020,E,S,F,P,ESFP
2021,E,N,F,P,ENFP
2022,I,N,F,J,INFJ
2023,I,S,T,P,ISTP
2024,I,N,T,J,INTJ
2025,I,N,F,P,INFP
2026,I,N,T,J,INTJ
2027,E,N,T,P,ENTP
2028,I,S,F,P,ISFP
2029,I,N,T,P,INTP
2030,E,N,F,P,ENFP
2031,I,N,T,J,INTJ
2032,I,N,T,J,INTJ
2033,I,N,F,J,INFJ
2034,I,N,T,P,INTP
2035,I,N,T,P,INTP
2036,I,S,T,P,ISTP
2037,I,N,T,P,INTP
2038,E,N,T,P,ENTP
2039,I,N,F,P,INFP
2040,I,N,T,J,INTJ
2041,I,N,F,P,INFP
2042,I,S,T,P,ISTP
2043,E,N,T,J,ENTJ
2044,E,S,F,J,ESFJ
2045,I,N,T,J,INTJ
2046,I,N,T,P,INTP
2047,I,N,T,P,INTP
2048,I,N,T,J,INTJ
2049,I,N,F,J,INFJ
2050,I,N,F,J,INFJ
2051,I,N,F,P,INFP
2052,I,N,F,P,INFP
2053,I,N,F,P,INFP
2054,I,N,F,P,INFP
2055,I,N,F,P,INFP
2056,I,N,F,P,INFP
2057,E,N,F,P,ENFP
2058,I,N,T,P,INTP
2059,E,N,F,P,ENFP
2060,I,N,F,P,INFP
2061,I,N,F,J,INFJ
2062,I,N,F,J,INFJ
2063,I,N,F,J,INFJ
2064,I,N,F,P,INFP
2065,I,N,F,P,INFP
2066,I,N,F,P,INFP
2067,I,N,F,J,INFJ
2068,I,N,F,P,INFP
2069,E,N,F,P,ENFP
2070,I,N,T,J,INTJ
2071,I,N,F,J,INFJ
2072,I,N,F,P,INFP
2073,I,N,T,P,INTP
2074,I,N,F,J,INFJ
2075,I,S,T,P,ISTP
2076,E,N,F,P,ENFP
2077,I,N,T,P,INTP
2078,I,N,F,J,INFJ
2079,E,N,F,J,ENFJ
2080,I,N,F,P,INFP
2081,I,S,T,J,ISTJ
2082,I,S,T,J,ISTJ
2083,E,N,T,J,ENTJ
2084,I,N,T,P,INTP
2085,I,N,F,J,INFJ
2086,I,N,T,J,INTJ
2087,E,N,F,P,ENFP
2088,I,N,T,P,INTP
2089,E,N,F,P,ENFP
2090,I,N,F,J,INFJ
2091,I,N,F,P,INFP
2092,E,N,T,P,ENTP
2093,I,N,T,P,INTP
2094,E,N,F,P,ENFP
2095,I,N,F,J,INFJ
2096,I,N,T,P,INTP
2097,I,N,F,J,INFJ
2098,I,N,F,J,INFJ
2099,I,N,T,J,INTJ
2100,E,N,T,J,ENTJ
2101,I,N,T,P,INTP
2102,I,S,T,P,ISTP
2103,I,S,F,P,ISFP
2104,I,N,F,P,INFP
2105,E,S,T,P,ESTP
2106,I,N,T,P,INTP
2107,I,S,T,P,ISTP
2108,I,N,F,P,INFP
2109,E,N,T,P,ENTP
2110,I,N,F,P,INFP
2111,I,N,F,J,INFJ
2112,E,N,T,J,ENTJ
2113,E,N,F,P,ENFP
2114,E,S,T,P,ESTP
2115,I,N,T,P,INTP
2116,I,N,F,J,INFJ
2117,I,N,F,P,INFP
2118,I,N,F,J,INFJ
2119,I,N,F,J,INFJ
2120,I,N,T,P,INTP
2121,I,N,T,J,INTJ
2122,I,S,T,P,ISTP
2123,I,N,F,P,INFP
2124,I,S,F,P,ISFP
2125,I,N,T,P,INTP
2126,I,N,F,J,INFJ
2127,I,N,F,P,INFP
2128,I,N,F,P,INFP
2129,I,S,F,J,ISFJ
2130,I,N,T,P,INTP
2131,I,S,F,J,ISFJ
2132,I,N,F,P,INFP
2133,E,N,T,P,ENTP
2134,I,N,F,J,INFJ
2135,E,N,T,J,ENTJ
2136,I,N,F,J,INFJ
2137,I,N,T,J,INTJ
2138,I,N,F,P,INFP
2139,E,N,F,P,ENFP
2140,E,N,T,P,ENTP
2141,E,N,F,J,ENFJ
2142,E,N,F,P,ENFP
2143,I,N,F,J,INFJ
2144,I,S,F,J,ISFJ
2145,I,N,T,P,INTP
2146,E,N,T,P,ENTP
2147,I,S,T,P,ISTP
2148,I,N,T,J,INTJ
2149,I,N,T,J,INTJ
2150,I,N,F,P,INFP
2151,I,N,T,J,INTJ
2152,I,N,T,J,INTJ
2153,I,N,F,J,INFJ
2154,I,S,F,P,ISFP
2155,E,N,T,J,ENTJ
2156,I,N,F,P,INFP
2157,I,N,F,P,INFP
2158,I,N,T,J,INTJ
2159,E,N,F,J,ENFJ
2160,I,N,T,J,INTJ
2161,E,N,F,P,ENFP
2162,E,N,F,J,ENFJ
2163,I,N,F,J,INFJ
2164,I,N,F,P,INFP
2165,E,N,F,J,ENFJ
2166,I,N,T,J,INTJ
2167,I,N,T,J,INTJ
2168,I,N,F,P,INFP
2169,I,S,F,P,ISFP
2170,I,N,T,P,INTP
2171,I,S,T,P,ISTP
2172,I,N,F,J,INFJ
2173,E,N,T,J,ENTJ
2174,I,N,T,J,INTJ
2175,I,N,T,P,INTP
2176,E,S,T,J,ESTJ
2177,I,N,F,J,INFJ
2178,E,N,F,P,ENFP
2179,I,N,T,P,INTP
2180,I,N,T,J,INTJ
2181,E,S,T,P,ESTP
2182,I,N,F,J,INFJ
2183,I,N,F,P,INFP
2184,I,N,T,P,INTP
2185,E,N,F,P,ENFP
2186,I,N,F,P,INFP
2187,I,N,F,P,INFP
2188,I,N,F,P,INFP
2189,I,N,F,P,INFP
2190,I,N,T,P,INTP
2191,E,N,F,P,ENFP
2192,I,N,F,P,INFP
2193,E,N,T,P,ENTP
2194,E,N,T,P,ENTP
2195,I,N,F,J,INFJ
2196,I,N,T,P,INTP
2197,I,N,F,J,INFJ
2198,I,N,F,J,INFJ
2199,I,N,F,J,INFJ
2200,I,N,F,P,INFP
2201,I,N,F,P,INFP
2202,I,N,T,P,INTP
2203,E,N,T,P,ENTP
2204,I,S,T,P,ISTP
2205,E,N,T,P,ENTP
2206,E,N,T,P,ENTP
2207,I,N,T,P,INTP
2208,I,N,F,J,INFJ
2209,I,N,T,P,INTP
2210,I,N,F,J,INFJ
2211,I,N,T,J,INTJ
2212,E,N,T,J,ENTJ
2213,E,N,T,J,ENTJ
2214,I,N,T,J,INTJ
2215,E,N,F,P,ENFP
2216,E,N,F,P,ENFP
2217,E,N,F,P,ENFP
2218,I,N,F,P,INFP
2219,I,N,F,P,INFP
2220,I,N,F,J,INFJ
2221,I,N,T,J,INTJ
2222,E,N,T,P,ENTP
2223,I,N,T,J,INTJ
2224,I,N,F,P,INFP
2225,I,S,T,P,ISTP
2226,I,N,T,J,INTJ
2227,E,N,F,P,ENFP
2228,I,S,F,P,ISFP
2229,I,N,T,P,INTP
2230,I,N,F,J,INFJ
2231,E,N,T,P,ENTP
2232,I,S,F,J,ISFJ
2233,E,N,F,J,ENFJ
2234,I,S,F,J,ISFJ
2235,I,S,F,P,ISFP
2236,I,N,T,P,INTP
2237,E,N,T,P,ENTP
2238,I,N,F,J,INFJ
2239,E,S,T,P,ESTP
2240,I,N,F,J,INFJ
2241,I,N,T,P,INTP
2242,I,N,T,J,INTJ
2243,E,N,T,P,ENTP
2244,I,S,T,J,ISTJ
2245,E,N,F,P,ENFP
2246,I,N,T,J,INTJ
2247,I,N,F,J,INFJ
2248,I,N,F,P,INFP
2249,I,N,F,P,INFP
2250,I,N,T,P,INTP
2251,I,N,F,J,INFJ
2252,I,N,F,J,INFJ
2253,E,N,F,P,ENFP
2254,I,N,F,J,INFJ
2255,I,N,T,J,INTJ
2256,I,N,T,P,INTP
2257,I,N,T,J,INTJ
2258,E,N,F,P,ENFP
2259,I,N,T,P,INTP
2260,E,N,F,P,ENFP
2261,I,S,F,J,ISFJ
2262,I,N,F,P,INFP
2263,I,S,F,J,ISFJ
2264,E,N,F,J,ENFJ
2265,I,N,F,P,INFP
2266,E,S,T,J,ESTJ
2267,E,S,T,P,ESTP
2268,E,N,T,J,ENTJ
2269,E,N,T,P,ENTP
2270,I,N,F,J,INFJ
2271,E,S,F,J,ESFJ
2272,I,N,F,J,INFJ
2273,I,N,F,J,INFJ
2274,E,N,F,P,ENFP
2275,E,N,T,P,ENTP
2276,I,N,T,P,INTP
2277,I,N,F,P,INFP
2278,I,N,T,P,INTP
2279,E,N,T,P,ENTP
2280,I,N,F,J,INFJ
2281,I,N,F,P,INFP
2282,I,N,T,P,INTP
2283,E,N,T,P,ENTP
2284,I,N,F,J,INFJ
2285,I,N,F,P,INFP
2286,E,N,F,J,ENFJ
2287,I,N,F,P,INFP
2288,I,N,T,P,INTP
2289,I,N,T,P,INTP
2290,E,N,F,P,ENFP
2291,I,N,F,P,INFP
2292,E,N,T,P,ENTP
2293,E,N,F,P,ENFP
2294,E,N,F,J,ENFJ
2295,I,N,F,J,INFJ
2296,E,N,F,P,ENFP
2297,E,N,F,P,ENFP
2298,E,N,F,P,ENFP
2299,E,N,F,P,ENFP
2300,E,N,F,P,ENFP
2301,E,N,F,P,ENFP
2302,E,N,F,P,ENFP
2303,E,N,F,P,ENFP
2304,E,N,T,P,ENTP
2305,I,N,F,J,INFJ
2306,E,N,F,J,ENFJ
2307,E,S,T,P,ESTP
2308,I,N,F,J,INFJ
2309,I,N,T,P,INTP
2310,I,N,F,P,INFP
2311,E,N,F,P,ENFP
2312,I,N,F,P,INFP
2313,I,N,F,P,INFP
2314,I,N,T,P,INTP
2315,E,N,T,J,ENTJ
2316,E,N,T,P,ENTP
2317,E,N,T,P,ENTP
2318,E,N,T,P,ENTP
2319,E,N,T,P,ENTP
2320,E,N,T,P,ENTP
2321,E,N,T,P,ENTP
2322,E,N,T,P,ENTP
2323,E,N,T,P,ENTP
2324,E,N,T,P,ENTP
2325,E,N,T,P,ENTP
2326,E,N,T,P,ENTP
2327,I,N,T,J,INTJ
2328,E,N,T,P,ENTP
2329,I,N,F,J,INFJ
2330,I,N,F,P,INFP
2331,I,N,F,J,INFJ
2332,I,N,F,P,INFP
2333,I,N,F,P,INFP
2334,I,N,F,P,INFP
2335,E,N,T,J,ENTJ
2336,I,N,F,P,INFP
2337,I,N,T,J,INTJ
2338,I,S,F,P,ISFP
2339,I,N,T,P,INTP
2340,I,S,T,P,ISTP
2341,I,N,F,J,INFJ
2342,I,N,T,P,INTP
2343,E,N,T,P,ENTP
2344,E,S,T,J,ESTJ
2345,I,N,F,J,INFJ
2346,I,N,T,P,INTP
2347,I,N,T,J,INTJ
2348,I,N,T,P,INTP
2349,I,N,T,J,INTJ
2350,I,N,F,J,INFJ
2351,E,N,F,J,ENFJ
2352,I,N,F,P,INFP
2353,I,S,T,P,ISTP
2354,I,N,T,P,INTP
2355,I,N,T,J,INTJ
2356,I,N,T,P,INTP
2357,I,N,T,J,INTJ
2358,E,N,F,P,ENFP
2359,I,N,T,P,INTP
2360,I,N,T,J,INTJ
2361,E,N,T,P,ENTP
2362,I,N,T,J,INTJ
2363,I,N,F,P,INFP
2364,I,N,T,P,INTP
2365,I,N,F,P,INFP
2366,I,N,F,P,INFP
2367,I,N,T,P,INTP
2368,I,N,F,P,INFP
2369,I,N,T,P,INTP
2370,I,N,T,P,INTP
2371,I,S,F,J,ISFJ
2372,E,N,T,P,ENTP
2373,I,N,T,P,INTP
2374,I,N,F,P,INFP
2375,E,N,F,P,ENFP
2376,I,N,F,P,INFP
2377,E,N,T,P,ENTP
2378,I,N,F,P,INFP
2379,I,N,T,J,INTJ
2380,I,N,F,P,INFP
2381,I,N,F,J,INFJ
2382,I,N,T,P,INTP
2383,I,N,F,P,INFP
2384,I,S,T,P,ISTP
2385,E,N,F,P,ENFP
2386,I,N,F,J,INFJ
2387,I,N,T,J,INTJ
2388,I,N,F,P,INFP
2389,I,N,F,P,INFP
2390,E,N,F,J,ENFJ
2391,I,N,T,J,INTJ
2392,I,N,F,P,INFP
2393,I,N,F,J,INFJ
2394,I,N,F,P,INFP
2395,I,N,F,J,INFJ
2396,I,N,T,P,INTP
2397,I,N,F,P,INFP
2398,E,N,T,P,ENTP
2399,E,N,F,P,ENFP
2400,I,S,T,P,ISTP
2401,I,N,T,P,INTP
2402,I,N,F,P,INFP
2403,I,S,F,P,ISFP
2404,I,N,T,P,INTP
2405,I,N,T,J,INTJ
2406,I,N,F,J,INFJ
2407,E,N,T,P,ENTP
2408,I,N,T,P,INTP
2409,I,N,F,J,INFJ
2410,I,N,F,J,INFJ
2411,E,N,F,P,ENFP
2412,I,N,F,P,INFP
2413,I,N,F,P,INFP
2414,I,N,T,J,INTJ
2415,I,N,T,P,INTP
2416,I,N,F,P,INFP
2417,E,N,T,P,ENTP
2418,I,N,F,P,INFP
2419,I,N,F,J,INFJ
2420,I,N,F,P,INFP
2421,E,N,T,J,ENTJ
2422,I,N,T,J,INTJ
2423,I,N,T,P,INTP
2424,I,N,F,P,INFP
2425,E,N,F,P,ENFP
2426,E,N,F,J,ENFJ
2427,E,N,T,P,ENTP
2428,I,N,F,P,INFP
2429,I,N,T,J,INTJ
2430,I,N,F,J,INFJ
2431,E,S,F,J,ESFJ
2432,E,N,T,P,ENTP
2433,I,N,F,J,INFJ
2434,E,N,T,P,ENTP
2435,I,N,T,P,INTP
2436,I,N,T,J,INTJ
2437,I,N,F,J,INFJ
2438,E,N,T,P,ENTP
2439,I,N,T,J,INTJ
2440,I,N,T,P,INTP
2441,I,N,T,J,INTJ
2442,I,N,T,P,INTP
2443,E,N,T,P,ENTP
2444,E,N,T,P,ENTP
2445,I,N,F,P,INFP
2446,I,N,T,J,INTJ
2447,I,S,F,J,ISFJ
2448,I,N,T,J,INTJ
2449,I,N,T,J,INTJ
2450,E,N,T,J,ENTJ
2451,I,N,F,J,INFJ
2452,I,N,F,J,INFJ
2453,I,S,T,P,ISTP
2454,E,S,T,P,ESTP
2455,I,N,F,J,INFJ
2456,I,S,T,P,ISTP
2457,I,S,F,P,ISFP
2458,I,N,F,P,INFP
2459,I,N,F,J,INFJ
2460,E,N,F,P,ENFP
2461,I,N,F,P,INFP
2462,I,N,F,J,INFJ
2463,I,N,F,J,INFJ
2464,I,N,T,J,INTJ
2465,E,N,F,P,ENFP
2466,I,N,F,P,INFP
2467,I,N,F,P,INFP
2468,I,N,F,P,INFP
2469,E,N,F,P,ENFP
2470,I,N,F,P,INFP
2471,I,N,F,P,INFP
2472,I,S,T,P,ISTP
2473,I,N,F,J,INFJ
2474,I,N,T,J,INTJ
2475,I,N,T,J,INTJ
2476,E,S,T,P,ESTP
2477,I,N,F,J,INFJ
2478,I,N,F,P,INFP
2479,I,S,T,P,ISTP
2480,E,N,F,P,ENFP
2481,I,N,T,J,INTJ
2482,I,N,F,J,INFJ
2483,I,N,T,J,INTJ
2484,I,S,T,P,ISTP
2485,I,N,T,J,INTJ
2486,E,N,F,P,ENFP
2487,I,N,F,P,INFP
2488,E,N,T,P,ENTP
2489,I,N,F,J,INFJ
2490,I,N,T,J,INTJ
2491,I,N,F,J,INFJ
2492,E,S,T,P,ESTP
2493,E,S,F,P,ESFP
2494,I,N,F,J,INFJ
2495,I,N,T,P,INTP
2496,I,N,T,J,INTJ
2497,E,N,F,J,ENFJ
2498,I,N,F,J,INFJ
2499,I,N,F,J,INFJ
2500,I,N,F,P,INFP
2501,E,N,T,P,ENTP
2502,I,N,F,P,INFP
2503,I,N,F,P,INFP
2504,I,S,F,P,ISFP
2505,I,N,T,J,INTJ
2506,I,N,T,P,INTP
2507,I,S,F,P,ISFP
2508,I,S,T,P,ISTP
2509,I,N,F,J,INFJ
2510,E,N,F,P,ENFP
2511,I,N,F,J,INFJ
2512,I,N,T,P,INTP
2513,I,N,T,P,INTP
2514,I,N,T,P,INTP
2515,I,S,T,P,ISTP
2516,I,N,F,J,INFJ
2517,E,N,T,P,ENTP
2518,I,N,T,J,INTJ
2519,I,S,T,P,ISTP
2520,I,N,F,J,INFJ
2521,I,N,F,P,INFP
2522,I,N,T,J,INTJ
2523,E,N,T,P,ENTP
2524,I,N,F,J,INFJ
2525,I,N,T,J,INTJ
2526,I,N,T,P,INTP
2527,I,N,F,P,INFP
2528,E,N,F,P,ENFP
2529,I,N,F,J,INFJ
2530,E,N,T,P,ENTP
2531,I,N,F,J,INFJ
2532,I,N,F,J,INFJ
2533,E,N,F,J,ENFJ
2534,E,N,T,J,ENTJ
2535,E,N,F,P,ENFP
2536,E,N,F,J,ENFJ
2537,E,S,F,P,ESFP
2538,I,S,T,P,ISTP
2539,I,N,T,J,INTJ
2540,I,N,F,J,INFJ
2541,I,N,F,J,INFJ
2542,I,N,T,P,INTP
2543,I,N,F,J,INFJ
2544,I,N,T,P,INTP
2545,I,N,T,P,INTP
2546,I,N,F,J,INFJ
2547,I,S,F,P,ISFP
2548,I,N,F,J,INFJ
2549,I,N,T,P,INTP
2550,I,N,F,J,INFJ
2551,I,N,F,J,INFJ
2552,I,N,T,J,INTJ
2553,I,N,T,P,INTP
2554,I,N,T,P,INTP
2555,E,N,F,P,ENFP
2556,I,N,T,J,INTJ
2557,I,S,T,J,ISTJ
2558,I,N,F,P,INFP
2559,I,N,T,P,INTP
2560,I,N,T,J,INTJ
2561,E,N,F,P,ENFP
2562,I,N,F,J,INFJ
2563,I,N,T,P,INTP
2564,I,N,F,P,INFP
2565,I,N,T,J,INTJ
2566,I,N,T,P,INTP
2567,I,N,T,P,INTP
2568,I,N,T,P,INTP
2569,I,N,F,J,INFJ
2570,I,N,F,P,INFP
2571,I,N,T,P,INTP
2572,I,N,F,J,INFJ
2573,I,N,F,P,INFP
2574,I,N,F,J,INFJ
2575,I,N,F,J,INFJ
2576,E,N,F,P,ENFP
2577,I,N,F,J,INFJ
2578,I,S,T,J,ISTJ
2579,I,S,F,P,ISFP
2580,I,N,F,P,INFP
2581,I,S,F,P,ISFP
2582,I,N,F,P,INFP
2583,I,N,F,J,INFJ
2584,I,N,F,J,INFJ
2585,E,N,T,P,ENTP
2586,I,N,T,J,INTJ
2587,I,N,F,J,INFJ
2588,I,N,F,J,INFJ
2589,I,S,F,J,ISFJ
2590,I,N,T,J,INTJ
2591,I,N,T,P,INTP
2592,I,N,F,P,INFP
2593,I,N,T,P,INTP
2594,I,N,T,P,INTP
2595,I,S,T,J,ISTJ
2596,I,N,T,J,INTJ
2597,E,N,F,P,ENFP
2598,I,N,T,P,INTP
2599,I,N,T,P,INTP
2600,I,N,F,P,INFP
2601,E,N,T,P,ENTP
2602,I,N,T,J,INTJ
2603,I,N,T,J,INTJ
2604,I,N,T,J,INTJ
2605,I,N,T,J,INTJ
2606,I,N,F,P,INFP
2607,I,N,F,P,INFP
2608,E,S,T,P,ESTP
2609,I,N,F,P,INFP
2610,E,N,F,J,ENFJ
2611,I,N,T,P,INTP
2612,E,N,F,J,ENFJ
2613,I,S,F,J,ISFJ
2614,E,N,F,P,ENFP
2615,I,S,T,J,ISTJ
2616,I,N,F,P,INFP
2617,I,N,F,P,INFP
2618,I,S,T,P,ISTP
2619,I,N,F,P,INFP
2620,E,N,T,P,ENTP
2621,I,N,F,P,INFP
2622,I,N,F,J,INFJ
2623,I,N,F,P,INFP
2624,I,N,F,P,INFP
2625,I,N,T,J,INTJ
2626,I,N,F,P,INFP
2627,I,N,F,P,INFP
2628,E,N,F,P,ENFP
2629,I,N,T,P,INTP
2630,E,N,T,P,ENTP
2631,I,N,F,J,INFJ
2632,I,N,F,J,INFJ
2633,I,S,T,P,ISTP
2634,I,S,T,P,ISTP
2635,I,N,F,P,INFP
2636,I,N,F,P,INFP
2637,I,N,T,P,INTP
2638,I,N,F,J,INFJ
2639,E,N,F,P,ENFP
2640,I,N,F,J,INFJ
2641,I,N,F,J,INFJ
2642,E,S,T,P,ESTP
2643,I,N,F,J,INFJ
2644,I,N,T,P,INTP
2645,E,N,T,P,ENTP
2646,I,N,F,P,INFP
2647,I,N,F,J,INFJ
2648,I,N,F,J,INFJ
2649,I,N,T,J,INTJ
2650,I,S,F,P,ISFP
2651,I,N,F,P,INFP
2652,I,N,F,P,INFP
2653,E,N,T,P,ENTP
2654,I,N,T,J,INTJ
2655,E,N,T,P,ENTP
2656,I,N,T,P,INTP
2657,I,N,T,J,INTJ
2658,I,N,T,P,INTP
2659,E,N,F,J,ENFJ
2660,I,S,T,P,ISTP
2661,E,N,T,P,ENTP
2662,I,N,F,J,INFJ
2663,I,N,F,J,INFJ
2664,I,N,T,J,INTJ
2665,I,S,F,P,ISFP
2666,I,N,F,P,INFP
2667,E,N,T,P,ENTP
2668,I,N,T,J,INTJ
2669,I,N,F,P,INFP
2670,I,N,T,P,INTP
2671,I,N,T,J,INTJ
2672,E,N,F,P,ENFP
2673,I,N,T,P,INTP
2674,I,S,T,P,ISTP
2675,I,N,T,P,INTP
2676,I,N,T,P,INTP
2677,I,N,T,P,INTP
2678,I,N,T,P,INTP
2679,I,N,T,J,INTJ
2680,I,N,F,P,INFP
2681,I,N,F,J,INFJ
2682,I,N,T,J,INTJ
2683,I,N,F,J,INFJ
2684,I,N,F,P,INFP
2685,I,N,F,P,INFP
2686,E,S,F,P,ESFP
2687,E,N,F,J,ENFJ
2688,I,N,T,J,INTJ
2689,I,N,F,J,INFJ
2690,I,N,T,P,INTP
2691,E,N,T,P,ENTP
2692,I,S,T,P,ISTP
2693,I,N,T,J,INTJ
2694,E,S,T,J,ESTJ
2695,I,N,T,J,INTJ
2696,E,N,T,P,ENTP
2697,I,N,F,J,INFJ
2698,I,N,F,P,INFP
2699,E,N,F,J,ENFJ
2700,I,N,F,P,INFP
2701,I,N,F,J,INFJ
2702,I,N,T,J,INTJ
2703,E,N,F,J,ENFJ
2704,I,N,F,J,INFJ
2705,I,N,F,J,INFJ
2706,E,N,F,P,ENFP
2707,I,N,F,J,INFJ
2708,I,S,T,P,ISTP
2709,I,N,F,J,INFJ
2710,I,S,T,P,ISTP
2711,I,N,T,P,INTP
2712,I,N,F,P,INFP
2713,I,N,T,P,INTP
2714,I,N,T,J,INTJ
2715,E,N,T,P,ENTP
2716,E,N,T,J,ENTJ
2717,I,N,T,J,INTJ
2718,I,N,F,J,INFJ
2719,I,N,F,P,INFP
2720,E,N,T,P,ENTP
2721,E,N,T,J,ENTJ
2722,I,N,F,J,INFJ
2723,E,N,F,P,ENFP
2724,I,S,T,P,ISTP
2725,E,N,F,P,ENFP
2726,I,N,F,P,INFP
